Site Name,Continent,Country,Flag,Type,Endangered
"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",Europe,Italy,🇮🇹,Cultural,No
Aachen Cathedral,Europe,Germany,🇩🇪,Cultural,No
Aapravasi Ghat,Africa,Mauritius,🇲🇺,Cultural,No
Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Europe,Denmark,🇩🇰,Cultural,No
Abbey Church of Saint-Savin sur Gartempe,Europe,France,🇫🇷,Cultural,No
Abbey and Altenmünster of Lorsch,Europe,Germany,🇩🇪,Cultural,No
Abbey of St Gall,Europe,Switzerland,🇨🇭,Cultural,No
Abu Mena,Africa,Egypt,🇪🇬,Cultural,Endangered
"Acropolis, Athens",Europe,Greece,🇬🇷,Cultural,No
AflajIrrigation Systems of Oman,Asia,Oman,🇴🇲,Cultural,No
Agave Landscape and Ancient Industrial Facilities of Tequila,North America,Mexico,🇲🇽,Cultural,No
Agra Fort,Asia,India,🇮🇳,Cultural,No
Agricultural Landscape of Southern Öland,Europe,Sweden,🇸🇪,Cultural,No
Air and Ténéré Natural Reserves,Africa,Niger,🇳🇪,Natural,Endangered
Ajanta Caves,Asia,India,🇮🇳,Cultural,No
Aksum,Africa,Ethiopia,🇪🇹,Cultural,No
Al Qal'a of Beni Hammad,Africa,Algeria,🇩🇿,Cultural,No
Al Zubarah Archaeological Site,Asia,Qatar,🇶🇦,Cultural,No
"Al-Ahsa Oasis, an Evolving Cultural Landscape",Asia,Saudi Arabia,🇸🇦,Cultural,No
Aldabra Atoll,Africa,Seychelles,🇸🇨,Natural,No
Alejandro de Humboldt National Park,North America,Cuba,🇨🇺,Natural,No
"Alhambra, Generalife and Albayzín, Granada",Europe,Spain,🇪🇸,Cultural,No
Alto Douro Wine Region,Europe,Portugal,🇵🇹,Cultural,No
"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",Asia,Japan,🇯🇵,Natural,No
Amiens Cathedral,Europe,France,🇫🇷,Cultural,No
Amphitheatre of El Jem,Africa,Tunisia,🇹🇳,Cultural,No
Ancient Building Complex in the Wudang Mountains,Asia,China,🇨🇳,Cultural,No
Ancient City of Aleppo,Asia,Syria,🇸🇾,Cultural,Endangered
Ancient City of Bosra,Asia,Syria,🇸🇾,Cultural,Endangered
Ancient City of Damascus,Asia,Syria,🇸🇾,Cultural,Endangered
Ancient City of Nessebar,Europe,Bulgaria,🇧🇬,Cultural,No
Ancient City of Ping Yao,Asia,China,🇨🇳,Cultural,No
Ancient City of Polonnaruwa,Asia,Sri Lanka,🇱🇰,Cultural,No
Ancient City of Qalhat,Asia,Oman,🇴🇲,Cultural,No
Ancient City of Sigiriya,Asia,Sri Lanka,🇱🇰,Cultural,No
Ancient City of Tauric Chersonese and its Chora,Europe,Ukraine,🇺🇦,Cultural,No
Ancient Ferrous Metallurgy Sites of Burkina Faso,Africa,Burkina Faso,🇧🇫,Cultural,No
Ancient Jericho/Tell es-Sultan,Asia,Palestine,🇵🇸,Cultural,No
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",North America,Mexico,🇲🇽,Mixed,No
Ancient Thebes with its Necropolis,Africa,Egypt,🇪🇬,Cultural,No
Ancient Villages in Southern Anhui – Xidi and Hongcun,Asia,China,🇨🇳,Cultural,No
Ancient Villages of Northern Syria,Asia,Syria,🇸🇾,Cultural,Endangered
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,Europe,"Albania, Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, France, Germany, Italy, North Macedonia, Poland, Romania, Slovakia, Slovenia, Spain, Switzerland, Ukraine","🇦🇱, 🇦🇹, 🇧🇦, 🇧🇪, 🇧🇬, 🇨🇭, 🇨🇿, 🇩🇪, 🇪🇸, 🇫🇷, 🇭🇷, 🇮🇹, 🇲🇰, 🇵🇱, 🇷🇴, 🇸🇮, 🇸🇰, 🇺🇦",Natural,No
"AncientKsourof Ouadane, Chinguetti, Tichitt and Oualata",Africa,Mauritania,🇲🇷,Cultural,No
Andrefana Dry Forests,Africa,Madagascar,🇲🇬,Natural,No
Angkor,Asia,Cambodia,🇰🇭,Cultural,No
Anjar,Asia,Lebanon,🇱🇧,Cultural,No
Antequera Dolmens Site,Europe,Spain,🇪🇸,Cultural,No
Anticosti,North America,Canada,🇨🇦,Natural,No
Antigua Guatemala,North America,Guatemala,🇬🇹,Cultural,No
Antigua Naval Dockyard and Related Archaeological Sites,North America,Antigua and Barbuda,🇦🇬,Cultural,No
Aphrodisias,Asia,Turkey,🇹🇷,Cultural,No
Aqueduct of Padre Tembleque Hydraulic System,North America,Mexico,🇲🇽,Cultural,No
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Europe,Italy,🇮🇹,Cultural,No
Arabian Oryx Sanctuary,Asia,Oman,🇴🇲,Natural,No
Aranjuez Cultural Landscape,Europe,Spain,🇪🇸,Cultural,No
Archaeological Area and the Patriarchal Basilica of Aquileia,Europe,Italy,🇮🇹,Cultural,No
Archaeological Area of Agrigento,Europe,Italy,🇮🇹,Cultural,No
"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Europe,Italy,🇮🇹,Cultural,No
Archaeological Border complex of Hedeby and the Danevirke,Europe,Germany,🇩🇪,Cultural,No
Archaeological Ensemble of Mérida,Europe,Spain,🇪🇸,Cultural,No
Archaeological Ensemble of Tarraco,Europe,Spain,🇪🇸,Cultural,No
Archaeological Heritage of the Lenggong Valley,Asia,Malaysia,🇲🇾,Cultural,No
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,North America,Cuba,🇨🇺,Cultural,No
Archaeological Monuments Zone of Xochicalco,North America,Mexico,🇲🇽,Cultural,No
Archaeological Park and Ruins of Quirigua,North America,Guatemala,🇬🇹,Cultural,No
Archaeological Ruins at Moenjodaro,Asia,Pakistan,🇵🇰,Cultural,No
Archaeological Ruins of Liangzhu City,Asia,China,🇨🇳,Cultural,No
Archaeological Site of Aigai (modern name Vergina),Europe,Greece,🇬🇷,Cultural,No
Archaeological Site of Ani,Asia,Turkey,🇹🇷,Cultural,No
Archaeological Site of Atapuerca,Europe,Spain,🇪🇸,Cultural,No
Archaeological Site of Carthage,Africa,Tunisia,🇹🇳,Cultural,No
Archaeological Site of Cyrene,Africa,Libya,🇱🇾,Cultural,Endangered
Archaeological Site of Delphi,Europe,Greece,🇬🇷,Cultural,No
Archaeological Site of Leptis Magna,Africa,Libya,🇱🇾,Cultural,Endangered
Archaeological Site of Mystras,Europe,Greece,🇬🇷,Cultural,No
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",Asia,India,🇮🇳,Cultural,No
Archaeological Site of Olympia,Europe,Greece,🇬🇷,Cultural,No
Archaeological Site of Panamá Viejo and Historic District of Panamá,North America,Panama,🇵🇦,Cultural,No
Archaeological Site of Philippi,Europe,Greece,🇬🇷,Cultural,No
Archaeological Site of Sabratha,Africa,Libya,🇱🇾,Cultural,Endangered
Archaeological Site of Troy,Asia,Turkey,🇹🇷,Cultural,No
Archaeological Site of Volubilis,Africa,Morocco,🇲🇦,Cultural,No
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Asia,Oman,🇴🇲,Cultural,No
Archaeological Sites of Mycenae and Tiryns,Europe,Greece,🇬🇷,Cultural,No
Archaeological Sites of the Island of Meroe,Africa,Sudan,🇸🇩,Cultural,No
"Archaeological Zone of Paquimé, Casas Grandes",North America,Mexico,🇲🇽,Cultural,No
Archipiélago de Revillagigedo,North America,Mexico,🇲🇽,Natural,No
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Europe,Russia,🇷🇺,Cultural,No
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",Europe,Belarus,🇧🇾,Cultural,No
Area de Conservación Guanacaste,North America,Costa Rica,🇨🇷,Natural,No
"Arles, Roman and Romanesque Monuments",Europe,France,🇫🇷,Cultural,No
Armenian Monastic Ensembles of Iran,Asia,Iran,🇮🇷,Cultural,No
Arslantepe Mound,Asia,Turkey,🇹🇷,Cultural,No
As-Salt - The Place of Tolerance and Urban Hospitality,Asia,Jordan,🇯🇴,Cultural,No
Asante Traditional Buildings,Africa,Ghana,🇬🇭,Cultural,No
Ashur (Qal'at Sherqat),Asia,Iraq,🇮🇶,Cultural,Endangered
Asmara: A Modernist African City,Africa,Eritrea,🇪🇷,Cultural,No
"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Europe,Italy,🇮🇹,Cultural,No
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Europe,Russia,🇷🇺,Cultural,No
Astronomical Observatories of Kazan Federal University,Europe,Russia,🇷🇺,Cultural,No
At-Turaif District in ad-Dir'iyah,Asia,Saudi Arabia,🇸🇦,Cultural,No
Atlantic Forest South-East Reserves,South America,Brazil,🇧🇷,Natural,No
Auschwitz BirkenauGerman Nazi Concentration and Extermination Camp (1940-1945),Europe,Poland,🇵🇱,Cultural,No
Australian Convict Sites,Oceania,Australia,🇦🇺,Cultural,No
Australian Fossil Mammal Sites (Riversleigh / Naracoorte),Oceania,Australia,🇦🇺,Natural,No
Baalbek,Asia,Lebanon,🇱🇧,Cultural,No
Babylon,Asia,Iraq,🇮🇶,Cultural,No
Badain Jaran Desert - Towers of Sand and Lakes,Asia,China,🇨🇳,Natural,No
Baekje Historic Areas,Asia,South Korea,🇰🇷,Cultural,No
Bagan,Asia,Myanmar,🇲🇲,Cultural,No
Bahla Fort,Asia,Oman,🇴🇲,Cultural,No
Bahá’i Holy Places in Haifa and the Western Galilee,Asia,Israel,🇮🇱,Cultural,No
Bale Mountains National Park,Africa,Ethiopia,🇪🇹,Natural,No
Bam and its Cultural Landscape,Asia,Iran,🇮🇷,Cultural,No
Ban Chiang Archaeological Site,Asia,Thailand,🇹🇭,Cultural,No
Banc d'Arguin National Park,Africa,Mauritania,🇲🇷,Natural,No
Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),Asia,Jordan,🇯🇴,Cultural,No
Barberton Makhonjwa Mountains,Africa,South Africa,🇿🇦,Natural,No
Bardejov Town Conservation Reserve,Europe,Slovakia,🇸🇰,Cultural,No
Baroque Churches of the Philippines,Asia,Philippines,🇵🇭,Cultural,No
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Africa,Senegal,🇸🇳,Cultural,No
"Bauhaus and its Sites in Weimar, Dessau and Bernau",Europe,Germany,🇩🇪,Cultural,No
Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,Asia,China,🇨🇳,Cultural,No
Belfries of Belgium and France,Europe,"Belgium, France","🇧🇪, 🇫🇷",Cultural,No
Belize Barrier Reef Reserve System,North America,Belize,🇧🇿,Natural,No
Benedictine Convent of St John at Müstair,Europe,Switzerland,🇨🇭,Cultural,No
Bergpark Wilhelmshöhe,Europe,Germany,🇩🇪,Cultural,No
Berlin Modernism Housing Estates,Europe,Germany,🇩🇪,Cultural,No
Białowieża Forest,Europe,"Belarus, Poland","🇧🇾, 🇵🇱",Natural,No
"Biblical Tels - Megiddo, Hazor, Beer Sheba",Asia,Israel,🇮🇱,Cultural,No
Bikini Atoll Nuclear Test Site,Oceania,Marshall Islands,🇲🇭,Cultural,No
Birka and Hovgården,Europe,Sweden,🇸🇪,Cultural,No
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Asia,Palestine,🇵🇸,Cultural,No
Bisotun,Asia,Iran,🇮🇷,Cultural,No
Blaenavon Industrial Landscape,Europe,United Kingdom,🇬🇧,Cultural,No
Blenheim Palace,Europe,United Kingdom,🇬🇧,Cultural,No
Blue and John Crow Mountains,North America,Jamaica,🇯🇲,Mixed,No
Bolgar Historical and Archaeological Complex,Europe,Russia,🇷🇺,Cultural,No
"Bordeaux, Port of the Moon",Europe,France,🇫🇷,Cultural,No
Borobudur Temple Compounds,Asia,Indonesia,🇮🇩,Cultural,No
"Botanical Garden (Orto Botanico), Padua",Europe,Italy,🇮🇹,Cultural,No
Bourges Cathedral,Europe,France,🇫🇷,Cultural,No
Boyana Church,Europe,Bulgaria,🇧🇬,Cultural,No
Brasilia,South America,Brazil,🇧🇷,Cultural,No
Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,South America,Brazil,🇧🇷,Natural,No
Brimstone Hill Fortress National Park,North America,Saint Kitts and Nevis,🇰🇳,Cultural,No
Bronze Age Burial Site of Sammallahdenmäki,Europe,Finland,🇫🇮,Cultural,No
Bryggen,Europe,Norway,🇳🇴,Cultural,No
Brâncuși Monumental Ensemble of Târgu Jiu,Europe,Romania,🇷🇴,Cultural,No
Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Europe,Ireland,🇮🇪,Cultural,No
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Europe,Hungary,🇭🇺,Cultural,No
Buddhist Monuments at Sanchi,Asia,India,🇮🇳,Cultural,No
Buddhist Monuments in the Horyu-ji Area,Asia,Japan,🇯🇵,Cultural,No
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Asia,Pakistan,🇵🇰,Cultural,No
Budj Bim Cultural Landscape,Oceania,Australia,🇦🇺,Cultural,No
Burgos Cathedral,Europe,Spain,🇪🇸,Cultural,No
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Asia,Turkey,🇹🇷,Cultural,No
Butrint,Europe,Albania,🇦🇱,Cultural,No
Bwindi Impenetrable National Park,Africa,Uganda,🇺🇬,Natural,No
Byblos,Asia,Lebanon,🇱🇧,Cultural,No
Cahokia Mounds State Historic Site,North America,United States,🇺🇸,Cultural,No
Caliphate City of Medina Azahara,Europe,Spain,🇪🇸,Cultural,No
Camino Real de Tierra Adentro,North America,Mexico,🇲🇽,Cultural,No
Canadian Rocky Mountain Parks,North America,Canada,🇨🇦,Natural,No
Canaima National Park,South America,Venezuela,🇻🇪,Natural,No
Canal du Midi,Europe,France,🇫🇷,Cultural,No
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",Europe,United Kingdom,🇬🇧,Cultural,No
Cape Floral Region Protected Areas,Africa,South Africa,🇿🇦,Natural,No
Capital Cities and Tombs of the Ancient Koguryo Kingdom,Asia,China,🇨🇳,Cultural,No
Carlsbad Caverns National Park,North America,United States,🇺🇸,Natural,No
Carolingian Westwork and Civitas Corvey,Europe,Germany,🇩🇪,Cultural,No
Castel del Monte,Europe,Italy,🇮🇹,Cultural,No
Castle of the Teutonic Order in Malbork,Europe,Poland,🇵🇱,Cultural,No
Castles and Town Walls of King Edward in Gwynedd,Europe,United Kingdom,🇬🇧,Cultural,No
Castles of Augustusburg and Falkenlust at Brühl,Europe,Germany,🇩🇪,Cultural,No
Catalan Romanesque Churches of the Vall de Boí,Europe,Spain,🇪🇸,Cultural,No
Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Asia,Armenia,🇦🇲,Cultural,No
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",Europe,France,🇫🇷,Cultural,No
"Cathedral, Alcázar and Archivo de Indias in Seville",Europe,Spain,🇪🇸,Cultural,No
"Cathedral, Torre Civica and Piazza Grande, Modena",Europe,Italy,🇮🇹,Cultural,No
Cave of Altamira and Paleolithic Cave Art of Northern Spain,Europe,Spain,🇪🇸,Cultural,No
Caves and Ice Age Art in the Swabian Jura,Europe,Germany,🇩🇪,Cultural,No
Caves of Aggtelek Karst and Slovak Karst,Europe,"Hungary, Slovakia","🇭🇺, 🇸🇰",Natural,No
Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Asia,Israel,🇮🇱,Cultural,No
Centennial Hall in Wrocław,Europe,Poland,🇵🇱,Cultural,No
Central Amazon Conservation Complex,South America,Brazil,🇧🇷,Natural,No
Central Highlands of Sri Lanka,Asia,Sri Lanka,🇱🇰,Natural,No
Central Sector of the Imperial Citadel of Thang Long - Hanoi,Asia,Vietnam,🇻🇳,Cultural,No
Central Sikhote-Alin,Europe,Russia,🇷🇺,Natural,No
Central Suriname Nature Reserve,South America,Suriname,🇸🇷,Natural,No
Central University City Campus of theUniversidad Nacional Autónoma de México(UNAM),North America,Mexico,🇲🇽,Cultural,No
Central Zone of the Town of Angra do Heroismo in the Azores,Europe,Portugal,🇵🇹,Cultural,No
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,South America,Brazil,🇧🇷,Natural,No
Chaco Culture,North America,United States,🇺🇸,Cultural,No
"Champagne Hillsides, Houses and Cellars",Europe,France,🇫🇷,Cultural,No
Champaner-Pavagadh Archaeological Park,Asia,India,🇮🇳,Cultural,No
Chan Chan Archaeological Zone,South America,Peru,🇵🇪,Cultural,Endangered
Changdeokgung Palace Complex,Asia,South Korea,🇰🇷,Cultural,No
Chankillo Archaeoastronomical Complex,South America,Peru,🇵🇪,Cultural,No
Chartres Cathedral,Europe,France,🇫🇷,Cultural,No
Chavin (Archaeological Site),South America,Peru,🇵🇪,Cultural,No
Chaîne des Puys - Limagne fault tectonic arena,Europe,France,🇫🇷,Natural,No
Chengjiang Fossil Site,Asia,China,🇨🇳,Natural,No
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),Asia,India,🇮🇳,Cultural,No
Chief Roi Mata’s Domain,Oceania,Vanuatu,🇻🇺,Cultural,No
China Danxia,Asia,China,🇨🇳,Natural,No
Chiribiquete National Park – “The Maloca of the Jaguar”,South America,Colombia,🇨🇴,Mixed,No
Chitwan National Park,Asia,Nepal,🇳🇵,Natural,No
Choirokoitia,Asia,Cyprus,🇨🇾,Cultural,No
Chongoni Rock-Art Area,Africa,Malawi,🇲🇼,Cultural,No
"Church Town of Gammelstad, Luleå",Europe,Sweden,🇸🇪,Cultural,No
Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Europe,Italy,🇮🇹,Cultural,No
"Church of the Ascension, Kolomenskoye",Europe,Russia,🇷🇺,Cultural,No
Churches and Convents of Goa,Asia,India,🇮🇳,Cultural,No
Churches of Chiloé,South America,Chile,🇨🇱,Cultural,No
Churches of Moldavia,Europe,Romania,🇷🇴,Cultural,No
Churches of Peace in Jawor and Świdnica,Europe,Poland,🇵🇱,Cultural,No
Churches of the Pskov School of Architecture,Europe,Russia,🇷🇺,Cultural,No
"Cidade Velha, Historic Centre of Ribeira Grande",Africa,Cape Verde,🇨🇻,Cultural,No
"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Europe,Italy,🇮🇹,Cultural,No
Cistercian Abbey of Fontenay,Europe,France,🇫🇷,Cultural,No
Citadel of the Ho Dynasty,Asia,Vietnam,🇻🇳,Cultural,No
"Citadel, Ancient City and Fortress Buildings of Derbent",Europe,Russia,🇷🇺,Cultural,No
City of Bath,Europe,United Kingdom,🇬🇧,Cultural,No
City of Cuzco,South America,Peru,🇵🇪,Cultural,No
City of Graz – Historic Centre and Schloss Eggenberg,Europe,Austria,🇦🇹,Cultural,No
City of Luxembourg: its Old Quarters and Fortifications,Europe,Luxembourg,🇱🇺,Cultural,No
City of Potosí,South America,Bolivia,🇧🇴,Cultural,Endangered
City of Quito,South America,Ecuador,🇪🇨,Cultural,No
City of Safranbolu,Asia,Turkey,🇹🇷,Cultural,No
City of Valletta,Europe,Malta,🇲🇹,Cultural,No
City of Verona,Europe,Italy,🇮🇹,Cultural,No
City of Vicenza and the Palladian Villas of the Veneto,Europe,Italy,🇮🇹,Cultural,No
Ciudad Universitaria de Caracas,South America,Venezuela,🇻🇪,Cultural,No
Classical Gardens of Suzhou,Asia,China,🇨🇳,Cultural,No
Classical Weimar,Europe,Germany,🇩🇪,Cultural,No
Cliff of Bandiagara (Land of the Dogons),Africa,Mali,🇲🇱,Mixed,No
Cocos Island National Park,North America,Costa Rica,🇨🇷,Natural,No
Coffee Cultural Landscape of Colombia,South America,Colombia,🇨🇴,Cultural,No
Coiba National Park and its Special Zone of Marine Protection,North America,Panama,🇵🇦,Natural,No
Colchic Rainforests and Wetlands,Asia,Georgia,🇬🇪,Natural,No
Cold Winter Deserts of Turan,Asia,"Kazakhstan, Turkmenistan, Uzbekistan","🇰🇿, 🇹🇲, 🇺🇿",Natural,No
"Collegiate Church, Castle and Old Town of Quedlinburg",Europe,Germany,🇩🇪,Cultural,No
Cologne Cathedral,Europe,Germany,🇩🇪,Cultural,No
Colonial City of Santo Domingo,North America,Dominican Republic,🇩🇴,Cultural,No
Colonies of Benevolence,Europe,"Belgium, Netherlands","🇧🇪, 🇳🇱",Cultural,No
Comoé National Park,Africa,Ivory Coast,,Natural,No
Complex of Hué Monuments,Asia,Vietnam,🇻🇳,Cultural,No
Complex of Koguryo Tombs,Asia,North Korea,🇰🇵,Cultural,No
Convent of Christ in Tomar,Europe,Portugal,🇵🇹,Cultural,No
Cordouan Lighthouse,Europe,France,🇫🇷,Cultural,No
Cornwall and West Devon Mining Landscape,Europe,United Kingdom,🇬🇧,Cultural,No
Coro and its Port,South America,Venezuela,🇻🇪,Cultural,Endangered
Costiera Amalfitana,Europe,Italy,🇮🇹,Cultural,No
Crac des Chevaliers and Qal’at Salah El-Din,Asia,Syria,🇸🇾,Cultural,Endangered
Crespi d'Adda,Europe,Italy,🇮🇹,Cultural,No
"Cueva de las Manos, Río Pinturas",South America,Argentina,🇦🇷,Cultural,No
Cultural Landscape and Archaeological Remains of the Bamiyan Valley,Asia,Afghanistan,🇦🇫,Cultural,Endangered
Cultural Landscape of Bali Province: theSubakSystem as a Manifestation of theTri Hita KaranaPhilosophy,Asia,Indonesia,🇮🇩,Cultural,No
Cultural Landscape of Hawraman/Uramanat,Asia,Iran,🇮🇷,Cultural,No
Cultural Landscape of Honghe Hani Rice Terraces,Asia,China,🇨🇳,Cultural,No
Cultural Landscape of Kenozero Lake,Europe,Russia,🇷🇺,Cultural,No
Cultural Landscape of Khinalig People and “Köç Yolu” Transhumance Route,Asia,Azerbaijan,🇦🇿,Cultural,No
Cultural Landscape of Maymand,Asia,Iran,🇮🇷,Cultural,No
Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,Asia,China,🇨🇳,Cultural,No
Cultural Landscape of Sintra,Europe,Portugal,🇵🇹,Cultural,No
Cultural Landscape of the Serra de Tramuntana,Europe,Spain,🇪🇸,Cultural,No
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",Asia,United Arab Emirates,🇦🇪,Cultural,No
Cultural and Historic Ensemble of the Solovetsky Islands,Europe,Russia,🇷🇺,Cultural,No
Curonian Spit,Europe,"Lithuania, Russia","🇱🇹, 🇷🇺",Cultural,No
Dacian Fortresses of the Orastie Mountains,Europe,Romania,🇷🇴,Cultural,No
Danube Delta,Europe,Romania,🇷🇴,Natural,No
Darien National Park,North America,Panama,🇵🇦,Natural,No
Dazu Rock Carvings,Asia,China,🇨🇳,Cultural,No
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",Europe,France,🇫🇷,Cultural,No
Decorated Farmhouses of Hälsingland,Europe,Sweden,🇸🇪,Cultural,No
Deer Stone Monuments and Related Bronze Age Sites,Asia,Mongolia,🇲🇳,Cultural,No
Delos,Europe,Greece,🇬🇷,Cultural,No
Derwent Valley Mills,Europe,United Kingdom,🇬🇧,Cultural,No
Desembarco del Granma National Park,North America,Cuba,🇨🇺,Natural,No
Dholavira: a Harappan City,Asia,India,🇮🇳,Cultural,No
Dilmun Burial Mounds,Asia,Bahrain,🇧🇭,Cultural,No
Dinosaur Provincial Park,North America,Canada,🇨🇦,Natural,No
Discovery Coast Atlantic Forest Reserves,South America,Brazil,🇧🇷,Natural,No
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Asia,Turkey,🇹🇷,Cultural,No
Dja Faunal Reserve,Africa,Cameroon,🇨🇲,Natural,No
Djerba: Testimony to a settlement pattern in an island territory,Africa,Tunisia,🇹🇳,Cultural,No
Djoudj National Bird Sanctuary,Africa,Senegal,🇸🇳,Natural,No
Djémila,Africa,Algeria,🇩🇿,Cultural,No
Dong Phayayen-Khao Yai Forest Complex,Asia,Thailand,🇹🇭,Natural,No
Dorset and East Devon Coast,Europe,United Kingdom,🇬🇧,Natural,No
Dougga / Thugga,Africa,Tunisia,🇹🇳,Cultural,No
Doñana National Park,Europe,Spain,🇪🇸,Natural,No
Dresden Elbe Valley,Europe,Germany,🇩🇪,Cultural,No
Droogmakerij de Beemster (Beemster Polder),Europe,Netherlands,🇳🇱,Cultural,No
Durham Castle and Cathedral,Europe,United Kingdom,🇬🇧,Cultural,No
Durmitor National Park,Europe,Montenegro,🇲🇪,Natural,No
Dutch Water Defence Lines,Europe,Netherlands,🇳🇱,Cultural,No
"ESMA Museum and Site of Memory – Former Clandestine Centre of Detention, Torture and Extermination",South America,Argentina,🇦🇷,Cultural,No
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,North America,Mexico,🇲🇽,Cultural,No
Early Christian Monuments of Ravenna,Europe,Italy,🇮🇹,Cultural,No
Early Christian Necropolis of Pécs (Sopianae),Europe,Hungary,🇭🇺,Cultural,No
East Rennell,Oceania,Solomon Islands,🇸🇧,Natural,Endangered
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,Africa,Gabon,🇬🇦,Mixed,No
Eisinga Planetarium in Franeker,Europe,Netherlands,🇳🇱,Cultural,No
El Pinacate and Gran Desierto de Altar Biosphere Reserve,North America,Mexico,🇲🇽,Natural,No
"El Tajin, Pre-Hispanic City",North America,Mexico,🇲🇽,Cultural,No
Elephanta Caves,Asia,India,🇮🇳,Cultural,No
Ellora Caves,Asia,India,🇮🇳,Cultural,No
Engelsberg Ironworks,Europe,Sweden,🇸🇪,Cultural,No
Ennedi Massif: Natural and Cultural Landscape,Africa,Chad,🇹🇩,Mixed,No
Ensemble of the Ferapontov Monastery,Europe,Russia,🇷🇺,Cultural,No
Ensemble of the Novodevichy Convent,Europe,Russia,🇷🇺,Cultural,No
Ephesus,Asia,Turkey,🇹🇷,Cultural,No
Episcopal City of Albi,Europe,France,🇫🇷,Cultural,No
Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,Europe,Croatia,🇭🇷,Cultural,No
Erbil Citadel,Asia,Iraq,🇮🇶,Cultural,No
Erzgebirge/Krušnohoří Mining Region,Europe,"Czechia, Germany","🇨🇿, 🇩🇪",Cultural,No
Etruscan Necropolises of Cerveteri and Tarquinia,Europe,Italy,🇮🇹,Cultural,No
Evaporitic Karst and Caves of Northern Apennines,Europe,Italy,🇮🇹,Natural,No
Everglades National Park,North America,United States,🇺🇸,Natural,Endangered
Fagus Factory in Alfeld,Europe,Germany,🇩🇪,Cultural,No
Fanjingshan,Asia,China,🇨🇳,Natural,No
"Fasil Ghebbi, Gondar Region",Africa,Ethiopia,🇪🇹,Cultural,No
Fatehpur Sikri,Asia,India,🇮🇳,Cultural,No
"Ferrara, City of the Renaissance, and its Po Delta",Europe,Italy,🇮🇹,Cultural,No
Fertö / Neusiedlersee Cultural Landscape,Europe,"Austria, Hungary","🇦🇹, 🇭🇺",Cultural,No
Flemish Béguinages,Europe,Belgium,🇧🇪,Cultural,No
Forest Massif of Odzala-Kokoua,Africa,Republic of the Congo,🇨🇬,Natural,No
"Fort Jesus, Mombasa",Africa,Kenya,🇰🇪,Cultural,No
Fort and Shalamar Gardens in Lahore,Asia,Pakistan,🇵🇰,Cultural,No
Fortifications of Vauban,Europe,France,🇫🇷,Cultural,No
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,North America,Panama,🇵🇦,Cultural,Endangered
Fortress of Suomenlinna,Europe,Finland,🇫🇮,Cultural,No
